row,group_id,ANGER,ANX,Disengagement,Engagement,negEmotions,posEmotions,negRelationships,posRelationships
28,1097,0.009718346,0.002042516,0.000992972,0.000922608,0.002054056,0.004443324,0.001533928,0.006797973
29,1099,0.009573523,0.002350062,0.000898872,0.000801404,0.002360892,0.005707293,0.001559488,0.007721631
30,1101,0.010834839,0.002235387,0.001150075,0.00097981,0.002184726,0.00465462,0.001559548,0.006871727
31,1103,0.008961679,0.003326653,0.001022337,0.000858033,0.002304316,0.005249621,0.001638985,0.007468742
32,1111,0.010594155,0.002445576,0.001102514,0.00084192,0.002545804,0.004129415,0.001713908,0.009190955
33,1115,0.0080933,0.001933076,0.001088811,0.001013118,0.002422167,0.006131111,0.00150221,0.007592563
34,1117,0.007192846,0.002243091,0.00084739,0.001405671,0.002173306,0.006674443,0.001575149,0.007177892
35,1121,0.008696362,0.002326182,0.001069215,0.000775394,0.002349347,0.005272924,0.001787308,0.008828033
36,1123,0.010428517,0.002380651,0.000884844,0.000926979,0.002001433,0.004076602,0.002117305,0.007247293
37,1125,0.009192431,0.002270102,0.000948837,0.000991054,0.002297272,0.00521484,0.001727134,0.007262154
38,1127,0.009396536,0.001776727,0.00093512,0.000586575,0.00205443,0.004482907,0.001521695,0.006489164
39,2020,0.007486503,0.002160262,0.000721027,0.00115229,0.002131511,0.005515658,0.001453329,0.006591279
40,2090,0.008568931,0.002074967,0.00080067,0.000823472,0.002101678,0.005202076,0.001593523,0.006482888
41,2170,0.006690364,0.002254401,0.000806704,0.000894112,0.002463817,0.005127944,0.00127106,0.006763204
42,4001,0.010293802,0.002240677,0.000924372,0.000939162,0.002477316,0.005169086,0.001870928,0.006832955
43,4003,0.008180039,0.00375082,0.000877434,0.000852204,0.00188382,0.004821682,0.001306339,0.005631837
44,4005,0.004583758,0.001628198,0.000489381,0.001065912,0.001351664,0.00492314,0.000863121,0.005404142
45,4007,0.010374542,0.0020979,0.000850372,0.000914938,0.002164355,0.003962735,0.001659801,0.007009587
46,4009,0.010673298,0.00283091,0.000864575,0.00089518,0.002379495,0.004544759,0.001683244,0.006710023
47,4012,0.008660849,0.001476281,0.000967784,0.000623319,0.001558297,0.004445246,0.001230234,0.006643265
48,4013,0.006861813,0.001901757,0.000676693,0.001263016,0.001859562,0.005977017,0.001216411,0.006806756
49,4015,0.006756531,0.003368538,0.000825459,0.001061701,0.002020567,0.006192329,0.001384102,0.006775987
50,4017,0.007496519,0.001799165,0.001049513,0.000842466,0.001899118,0.005468889,0.001292257,0.007003891
51,4019,0.009096412,0.002210498,0.000838719,0.001146594,0.002195436,0.005568032,0.001577619,0.007069605
52,4021,0.009666127,0.002139803,0.001131593,0.001054038,0.002088687,0.00519616,0.001588107,0.007258409
53,4023,0.003743269,0.001232428,0.000473657,0.000349494,0.000933518,0.002639602,0.000735778,0.00383984
54,4025,0.006076006,0.002552332,0.000702915,0.001305738,0.001956333,0.006330784,0.001248868,0.006990478
55,4027,0.004116474,0.000971838,0.000426148,0.00036693,0.000902105,0.002265223,0.000691798,0.003341107
56,5007,0.005947629,0.002150717,0.000851705,0.0012496,0.002158518,0.006835742,0.001468053,0.007188127
57,5009,0.004707686,0.002170301,0.000470125,0.001197852,0.001648656,0.007728075,0.00107549,0.012815724
58,5019,0.009587879,0.002231012,0.001129193,0.000999165,0.002374728,0.004941077,0.001765648,0.007438989
59,5027,0.01107575,0.002553176,0.001087797,0.000836075,0.002319435,0.004315227,0.001833972,0.006796483
60,5031,0.01609273,0.002513607,0.001007324,0.000691771,0.002206519,0.003493656,0.001771517,0.006508574
61,5033,0.007619635,0.002301306,0.001453456,0.001156158,0.002312317,0.006199212,0.001728732,0.009007025
62,5035,0.009934806,0.002507867,0.001251249,0.000622939,0.002228619,0.004516309,0.001648641,0.00811432
63,5045,0.008244571,0.002649075,0.001004862,0.00095315,0.002257708,0.005809396,0.001520809,0.007175068
64,5051,0.005642958,0.00237923,0.000771364,0.001148476,0.001858131,0.007926196,0.001117621,0.011285916
65,5055,0.007709979,0.002267641,0.00099579,0.00099579,0.002307078,0.005856429,0.001873268,0.008409989
66,5059,0.006448082,0.001714275,0.00063759,0.00126315,0.001846605,0.005094706,0.001461645,0.006357856
67,5069,0.012151495,0.003450117,0.001280998,0.000735951,0.00232129,0.004056032,0.001668341,0.007035804
68,5085,0.008333132,0.00227925,0.001097417,0.000832107,0.002315429,0.006065941,0.001676274,0.00864668
69,5091,0.012767309,0.002146257,0.001432999,0.00073271,0.002502885,0.003871043,0.001634008,0.007852317
70,5093,0.009450672,0.002110056,0.000832135,0.000689483,0.001896078,0.0032691,0.001325472,0.006169684
71,5103,0.009457931,0.002173438,0.001141303,0.000932891,0.001697068,0.004198011,0.001419186,0.006827971
72,5107,0.014723175,0.002190757,0.001675285,0.000660449,0.002883423,0.003930476,0.001820261,0.006878332
73,5115,0.007193621,0.002220089,0.00067336,0.000820033,0.002060082,0.005293545,0.001353387,0.006746937
74,5119,0.009752112,0.002152644,0.000877257,0.001026525,0.001991875,0.004705132,0.001436646,0.006506384
75,5123,0.013836799,0.002597434,0.001517193,0.000619015,0.002743085,0.003471337,0.002099795,0.006542135
76,5125,0.008364562,0.002123525,0.000842008,0.000966921,0.00197548,0.005787647,0.001693269,0.009146426
77,5131,0.006679823,0.00316003,0.000868903,0.001155031,0.002074427,0.006320059,0.00156108,0.007264702
78,5139,0.01,0.002460697,0.001093643,0.000915926,0.002296651,0.005181135,0.001913876,0.007177033
79,5143,0.005810263,0.002425927,0.000740113,0.001173715,0.001973636,0.006748488,0.00133968,0.00687483
80,5145,0.00648435,0.002504685,0.000862725,0.00109464,0.002138259,0.005807158,0.001757918,0.007912948
81,5149,0.004201847,0.001083495,0.000436041,0.000343547,0.001149562,0.003065499,0.000607814,0.004968222
82,6001,0.009866098,0.002032497,0.00074839,0.001146986,0.001981174,0.004615821,0.001360874,0.006156281
83,6007,0.00714955,0.001800788,0.000755191,0.000831185,0.001899173,0.004790341,0.001251867,0.006207088
84,6009,0.007134251,0.001477414,0.000533291,0.000845365,0.001584072,0.005277608,0.000963874,0.005704241
85,6013,0.00979603,0.002147997,0.000840044,0.001037536,0.001963963,0.004938233,0.001391519,0.006468716
86,6017,0.005474323,0.001703779,0.00058182,0.001095907,0.001747198,0.005680999,0.001128905,0.007395199
87,6019,0.010133992,0.002181933,0.001068691,0.000956729,0.002215555,0.004966045,0.001649352,0.00713352
88,6023,0.003879745,0.001068923,0.000317569,0.000514867,0.001114869,0.002747308,0.000755408,0.00376488
89,6025,0.00649547,0.001788608,0.000913332,0.000624911,0.001674441,0.004424451,0.001191738,0.005632212
90,6029,0.009847063,0.002113193,0.00109892,0.000925453,0.002128394,0.005143793,0.001577295,0.007161609
91,6031,0.011034139,0.002666682,0.001315563,0.000811857,0.002423718,0.005265216,0.001694825,0.007250413
92,6033,0.005978343,0.001307012,0.000619462,0.000544699,0.001938489,0.003991792,0.000939873,0.005220036
93,6037,0.008099026,0.00195587,0.00078439,0.000989773,0.00200201,0.005435873,0.001338503,0.006994031
94,6039,0.011355123,0.002585888,0.001211812,0.000790612,0.002333859,0.005416901,0.001933375,0.007129319
95,6041,0.004808666,0.003312391,0.000493594,0.001352403,0.001561571,0.006043757,0.000937386,0.006051504
96,6045,0.007855323,0.002074227,0.000862911,0.001004703,0.002037766,0.005578535,0.001296392,0.006230782
97,6047,0.006899194,0.001666635,0.00079283,0.000533589,0.001446673,0.003113309,0.001229129,0.004578715
98,6053,0.008290891,0.00187114,0.000922082,0.000911292,0.001874573,0.004792865,0.001350752,0.006332448
99,6055,0.006099684,0.001939587,0.000668107,0.001251937,0.001984779,0.00833485,0.001038192,0.007313758
100,6057,0.006123749,0.001637952,0.000576644,0.001291258,0.001790073,0.005918562,0.001117911,0.006297096
101,6059,0.006676704,0.002050886,0.000753234,0.001217388,0.0019318,0.006323241,0.00122188,0.007177594
102,6061,0.00745224,0.002782946,0.000842258,0.001296379,0.002104999,0.006581518,0.001449047,0.007322861
103,6063,0.007262741,0.00168674,0.000697,0.00087822,0.00163098,0.005757221,0.00157522,0.007639121
104,6065,0.009074968,0.002050091,0.001005149,0.000956623,0.00207643,0.005039057,0.001482387,0.0070797
105,6067,0.010300335,0.00200399,0.000958226,0.001020783,0.002063818,0.004956059,0.001500036,0.00679596
106,6069,0.009019348,0.001971915,0.000851612,0.000942694,0.002085767,0.005403411,0.001607589,0.00764174
107,6071,0.010828344,0.00218319,0.001181074,0.000895888,0.002238287,0.005003419,0.00164147,0.007412729
108,6073,0.006959812,0.00181905,0.00076772,0.000988347,0.001862929,0.005047141,0.001258206,0.006457657
109,6075,0.007036903,0.001655646,0.000601321,0.000881727,0.001692405,0.004196666,0.001195675,0.005654861
110,6077,0.010671765,0.002140157,0.00117458,0.000902554,0.002268549,0.004833454,0.001623658,0.007258535
111,6079,0.005697954,0.001872861,0.000703658,0.001322603,0.001817148,0.006729782,0.001126464,0.006798469
112,6081,0.006673346,0.002045994,0.000662761,0.001436033,0.001756208,0.00560722,0.001113094,0.007280545
113,6083,0.004154548,0.001383603,0.000411633,0.000780484,0.001154733,0.003870849,0.000829913,0.004271268
114,6085,0.006078941,0.001906421,0.000617341,0.001402379,0.001697259,0.005564374,0.001134698,0.006275739
115,6087,0.004555528,0.001345711,0.000407754,0.000891029,0.00130562,0.003886713,0.000887299,0.00450114
116,6089,0.007057723,0.002152512,0.000751509,0.001145116,0.001960384,0.005668622,0.001363598,0.006601207
117,6093,0.016257272,0.002175712,0.001091789,0.000547468,0.002249652,0.003426392,0.001802868,0.006813455
118,6095,0.012475796,0.002133677,0.001278265,0.000805501,0.002138299,0.004086197,0.001620245,0.006607606
119,6097,0.006617678,0.001758085,0.000728889,0.001078667,0.001797612,0.005796559,0.00120744,0.006701207
120,6099,0.009495635,0.00196952,0.001006807,0.000893078,0.002069682,0.004997524,0.001535351,0.006975424
121,6101,0.011568642,0.002317172,0.001151207,0.000821588,0.002750105,0.005271444,0.001894079,0.007251617
122,6103,0.008715063,0.002634636,0.000856581,0.001207001,0.002712507,0.005152465,0.001810501,0.006456804
123,6107,0.010682397,0.00218189,0.001366986,0.000871667,0.002472705,0.005132807,0.001805541,0.007702709
124,6109,0.006395351,0.001788937,0.000652342,0.001196627,0.002013055,0.005851066,0.001152604,0.007063701
125,6111,0.008334906,0.002124434,0.000870318,0.001119122,0.002126405,0.005857467,0.001386893,0.007326144
126,6113,0.007608803,0.00202831,0.000754475,0.001173749,0.001968986,0.005929523,0.001388845,0.00696679
127,6115,0.006814208,0.001256646,0.000725669,0.000594694,0.001341602,0.00303719,0.001097353,0.004867291
128,8005,0.005732301,0.002169583,0.000566627,0.00133349,0.001870294,0.006730288,0.001138579,0.006688749
129,8014,0.005199264,0.00187943,0.000562349,0.001687048,0.00155386,0.006624869,0.001090168,0.006289432
130,8031,0.006947243,0.002003623,0.000582301,0.001405539,0.001939024,0.00603203,0.001220471,0.006865464
131,8035,0.00535476,0.00321909,0.000568424,0.001448516,0.001792835,0.007012539,0.001136848,0.007134239
132,8041,0.007757066,0.002086329,0.000759497,0.001283694,0.002101035,0.006286439,0.001310165,0.007394311
133,8043,0.00871924,0.001821352,0.001453207,0.000910676,0.002518892,0.004592133,0.001666344,0.006064716
134,8045,0.007466597,0.002026024,0.000707362,0.001283731,0.001973627,0.006069339,0.001144005,0.006130469
135,8069,0.005070526,0.0017448,0.000546695,0.001493211,0.001674763,0.007120632,0.001015193,0.007188629
136,8075,0.009037316,0.001872525,0.000531607,0.001087017,0.001658296,0.003253116,0.001237771,0.003848198
137,8077,0.007219126,0.003029455,0.000733192,0.001033318,0.002253963,0.006282493,0.001311287,0.006405363
138,8101,0.005137633,0.001336235,0.000602964,0.000634948,0.001343342,0.00376586,0.000966638,0.004764483
139,9001,0.008459237,0.002343239,0.000755105,0.00105869,0.002094636,0.005155799,0.001437429,0.006625071
140,9003,0.010442447,0.002273502,0.000922751,0.00105972,0.002300988,0.004606364,0.001598357,0.006714486
141,9005,0.008456348,0.001986055,0.000779433,0.00112668,0.002118459,0.005543467,0.001438953,0.006302915
142,9007,0.008712303,0.002118084,0.00074439,0.001141072,0.002152365,0.005585375,0.001518164,0.007152512
143,9009,0.009744437,0.002373763,0.000890706,0.000978586,0.002583736,0.005266756,0.001651438,0.00685329
144,9011,0.005582061,0.001784306,0.000582858,0.000557944,0.001919038,0.004041323,0.001179812,0.006609439
145,9013,0.00936789,0.002233238,0.000766717,0.001070616,0.002336396,0.005478543,0.001455369,0.007708993
146,9015,0.010262104,0.002478788,0.000867383,0.001052425,0.002378557,0.005258268,0.001796446,0.007440218
147,10001,0.011705102,0.002351912,0.001087462,0.000908771,0.002450618,0.004586399,0.001836261,0.00735866
148,10003,0.009998778,0.002055026,0.000937082,0.001044304,0.002152133,0.004793846,0.001509204,0.006931817
149,10005,0.008575039,0.002045845,0.000770648,0.00103905,0.002271625,0.005256301,0.001552815,0.007367806
150,12001,0.007954877,0.002271722,0.000769268,0.00120562,0.002221208,0.005582606,0.001470702,0.00689984
151,12005,0.007932637,0.001979987,0.000778179,0.000792982,0.001656451,0.00450907,0.001212381,0.005772202
152,12009,0.006983072,0.00200949,0.000790239,0.00124061,0.001898058,0.005468525,0.001307469,0.006704492
153,12011,0.009745794,0.002122735,0.000809623,0.001065235,0.001932742,0.005000329,0.001480775,0.006993699
154,12015,0.006768609,0.002812238,0.000711286,0.00133904,0.001847825,0.005024566,0.001293478,0.008170931
155,12017,0.007408207,0.001828437,0.000958074,0.001248195,0.002111811,0.006423145,0.001295424,0.006868447
156,12019,0.010190682,0.002262981,0.001187217,0.001051535,0.002466504,0.005567805,0.001763865,0.007695103
157,12021,0.005573045,0.003453542,0.000492473,0.001676901,0.002007294,0.007268647,0.00112209,0.009706075
158,12023,0.00771345,0.001874742,0.000818214,0.000746719,0.002168663,0.005203203,0.001342506,0.007459248
159,12031,0.009919974,0.002068641,0.000898981,0.001035443,0.002039079,0.005031648,0.001462793,0.006935387
160,12033,0.009844411,0.002229816,0.001012535,0.000965953,0.002434201,0.00528692,0.001658911,0.007056329
161,12035,0.008092682,0.001964557,0.001005185,0.001234249,0.002277162,0.00651888,0.001665427,0.007728875
162,12051,0.015274411,0.002097707,0.001468395,0.001002238,0.002222015,0.004646031,0.001903474,0.006666045
163,12053,0.008158508,0.001970757,0.001504556,0.001112524,0.002140284,0.005954651,0.001610511,0.007490994
164,12055,0.010523353,0.002121993,0.001299179,0.00089499,0.001782763,0.003948062,0.001941551,0.006842345
165,12057,0.008219266,0.002026755,0.000751378,0.001230625,0.00197563,0.005475955,0.001331668,0.007209042
166,12061,0.005578377,0.001660821,0.000693428,0.000807967,0.001484368,0.004620271,0.001061811,0.005805908
167,12063,0.013649374,0.002567445,0.000962792,0.000799052,0.002122072,0.004303089,0.001755294,0.007008076
168,12069,0.006807056,0.001638346,0.000699143,0.000866195,0.001739815,0.004842031,0.001121104,0.005788658
169,12071,0.007650732,0.002120369,0.000745746,0.001054366,0.001863354,0.005791931,0.001321499,0.007629482
170,12073,0.009645805,0.002081684,0.000827062,0.001062901,0.002024147,0.00479078,0.001428248,0.006674643
171,12075,0.012236359,0.002420957,0.000868387,0.001039433,0.002592003,0.004868229,0.002078865,0.008262832
172,12081,0.008715323,0.002058422,0.000833732,0.00101508,0.001871186,0.005501687,0.001521443,0.009675057
173,12083,0.009442654,0.001919148,0.001193867,0.001399223,0.002139439,0.005567955,0.001545773,0.007048387
174,12085,0.007052694,0.002134815,0.000946362,0.001770676,0.002144819,0.005187982,0.001422543,0.008379201
175,12086,0.010128452,0.001999078,0.000795037,0.000880068,0.001908957,0.004284521,0.001476693,0.006755736
176,12087,0.005455031,0.001647044,0.000539593,0.001048353,0.001557112,0.006254143,0.001017519,0.006356923
177,12089,0.008322383,0.002158437,0.001034361,0.000997419,0.00231148,0.005404008,0.001667643,0.007894917
178,12091,0.007950917,0.002071158,0.000889909,0.001071334,0.002034079,0.005633445,0.001586475,0.006880907
179,12093,0.009944181,0.002204606,0.00107885,0.000969401,0.002314055,0.006379286,0.001547915,0.006613819
180,12095,0.009007966,0.002208552,0.000803685,0.001043158,0.002003662,0.005255727,0.001476643,0.006879901
181,12097,0.010674807,0.002195774,0.001138996,0.000974561,0.002307051,0.004949351,0.001731529,0.007569679
182,12099,0.009550907,0.002080722,0.000829924,0.001027954,0.002051546,0.004814371,0.00144941,0.006797968
183,12101,0.009026857,0.002072754,0.001078155,0.001226402,0.002265474,0.006157616,0.001467639,0.007865144
184,12103,0.00640297,0.002119333,0.000662517,0.001369042,0.001808636,0.005836163,0.001182912,0.006924326
185,12105,0.009008784,0.002088927,0.001061909,0.001065201,0.00219492,0.005744054,0.001534601,0.00797255
186,12107,0.009110321,0.002131019,0.00136505,0.00106123,0.002259394,0.00541741,0.001604683,0.008532635
187,12109,0.006910562,0.002102919,0.000697006,0.001331112,0.002046818,0.006505959,0.001293712,0.007202965
188,12111,0.009641167,0.00268359,0.001105136,0.000990062,0.001939958,0.004893861,0.00151549,0.007017285
189,12113,0.008208595,0.002025247,0.000939505,0.000962958,0.002028006,0.005852245,0.001397531,0.007447058
190,12115,0.00728961,0.00188837,0.00063867,0.001178204,0.001818349,0.005896919,0.001248963,0.00723691
191,12117,0.00463883,0.001552616,0.00052326,0.000645261,0.001251556,0.003624782,0.000827103,0.004544198
192,12119,0.007572823,0.001974432,0.000687302,0.001362108,0.001687015,0.005235995,0.001249641,0.008260125
193,12127,0.009458475,0.002072729,0.001004843,0.001006121,0.002205203,0.005204398,0.001618228,0.007140393
194,12131,0.005322793,0.001756697,0.000527009,0.00133509,0.001563461,0.006201142,0.001115503,0.007764603
195,13009,0.009652849,0.00198198,0.001183776,0.000987608,0.002435197,0.005621246,0.001535527,0.007576168
196,13013,0.01009809,0.002276144,0.001272117,0.000940946,0.002775529,0.005077957,0.001519182,0.007312047
197,13015,0.009216445,0.00212338,0.001005811,0.001208371,0.002238629,0.005458622,0.001823033,0.007903302
198,13021,0.012309327,0.002211189,0.001166029,0.000791234,0.002246739,0.004499572,0.001699274,0.006934217
199,13029,0.008374328,0.002312774,0.000914683,0.00133648,0.002161117,0.006952541,0.001592402,0.007284291
200,13031,0.012439798,0.002326495,0.001196483,0.000875004,0.002420763,0.004304922,0.001664199,0.006992779
201,13045,0.009569882,0.002273023,0.001075031,0.001025846,0.00233626,0.005491089,0.001408782,0.007616558
202,13047,0.00800488,0.00214257,0.000877859,0.001175438,0.00257406,0.006769927,0.001904507,0.008094154
203,13051,0.010376505,0.002120411,0.001014577,0.000973134,0.002217246,0.00505894,0.001491182,0.00699923
204,13057,0.006332389,0.001999365,0.000664326,0.001203026,0.002037692,0.006964776,0.001345686,0.007482184
205,13059,0.006542625,0.001706299,0.00046733,0.002162761,0.001738904,0.005770986,0.001304178,0.006423075
206,13063,0.013032031,0.002206732,0.001187026,0.000792403,0.002405622,0.003696828,0.001600591,0.00688854
207,13067,0.009394224,0.002162569,0.000829349,0.001065153,0.002145015,0.005574381,0.001531543,0.007384904
208,13069,0.013735542,0.002489068,0.001598484,0.000719318,0.002694587,0.003745019,0.001838256,0.007216012
209,13071,0.009835415,0.00207857,0.001077077,0.000925908,0.002106914,0.004884639,0.001606168,0.006944313
210,13073,0.010720301,0.002153776,0.000890659,0.001014812,0.002002634,0.005262987,0.001592391,0.00721704
211,13077,0.010894925,0.002290531,0.001106948,0.000928134,0.002192609,0.005194142,0.001822207,0.007855075
212,13089,0.01298411,0.002125645,0.000985021,0.000754784,0.002220697,0.003972824,0.001458521,0.006347365
213,13095,0.013716182,0.002121059,0.001110411,0.00070355,0.002174845,0.003738096,0.001651737,0.006740544
214,13113,0.007984638,0.002178452,0.000656706,0.001209245,0.002078814,0.006902205,0.001290767,0.007296229
215,13117,0.007107382,0.002083032,0.000617195,0.001244033,0.002126428,0.006851825,0.001504412,0.007869232
216,13121,0.009846283,0.002066243,0.000803002,0.001050993,0.002017969,0.004780569,0.001382101,0.006793572
217,13127,0.008358729,0.001903369,0.000899202,0.00102516,0.001882376,0.005437198,0.00159897,0.007704446
218,13129,0.008843679,0.001823439,0.001146162,0.000820548,0.002044857,0.006395061,0.001471776,0.007254682
219,13135,0.009595888,0.002143837,0.000844223,0.001009448,0.002225573,0.00510796,0.001514464,0.007136197
220,13137,0.013785458,0.002210297,0.001012323,0.000674298,0.001982612,0.003553639,0.001418653,0.005926819
221,13139,0.008751663,0.002124914,0.000806419,0.000995928,0.00187694,0.00581025,0.001362848,0.007622677
222,13151,0.010804353,0.002167274,0.001162684,0.000908534,0.002209299,0.005305119,0.001588934,0.007674513
223,13153,0.013041148,0.002145959,0.001205924,0.000866758,0.002321823,0.004174675,0.001880069,0.007042932
224,13157,0.008502666,0.002004481,0.00077297,0.00089088,0.001899671,0.005174966,0.002030683,0.007978619
225,13175,0.011143359,0.002516242,0.000931942,0.001211524,0.002369794,0.004726275,0.001491107,0.006723293
226,13179,0.012908237,0.002365201,0.001413884,0.000968772,0.002417567,0.004032188,0.001666987,0.007374889
227,13185,0.013364769,0.0023286,0.001183523,0.000773083,0.00240757,0.003976596,0.001797625,0.006844483
228,13199,0.012606288,0.001779711,0.001433656,0.000725068,0.002043372,0.003823084,0.001367741,0.006822227
229,13215,0.012337927,0.002095806,0.001188424,0.000850865,0.002256069,0.004511364,0.001659148,0.006832468
230,13217,0.009856066,0.002060772,0.000840759,0.00082705,0.002175006,0.005167923,0.001411926,0.00768106
231,13223,0.009978533,0.002174365,0.000785957,0.000813656,0.002378644,0.004400665,0.001353784,0.006907416
232,13225,0.014075114,0.002126643,0.00113001,0.00074099,0.002200742,0.003341867,0.001900641,0.007120919
233,13233,0.007755046,0.001764072,0.000893491,0.000572751,0.001809893,0.005120392,0.001374602,0.007537401
234,13237,0.010026738,0.001801099,0.001002674,0.000798425,0.00198678,0.006294563,0.001652555,0.007408645
235,13245,0.01143318,0.002103104,0.001178608,0.000884733,0.002234819,0.004711325,0.001564436,0.006950493
236,13247,0.012937582,0.002143401,0.001150631,0.000666524,0.002262674,0.004174545,0.001746995,0.007184427
237,13255,0.010699015,0.002303247,0.001048297,0.000696986,0.00214356,0.004792482,0.001844852,0.007492128
238,13275,0.012576217,0.002299843,0.001217234,0.000527281,0.002019375,0.003848031,0.00196889,0.006607843
239,13277,0.01177655,0.002157404,0.001190887,0.000828443,0.00231849,0.003503624,0.001691405,0.005862386
240,13279,0.011718691,0.002107242,0.001167321,0.000788321,0.002122402,0.004199324,0.001652442,0.007655807
241,13291,0.007408627,0.001536604,0.000841474,0.000969524,0.001810998,0.008176929,0.00113416,0.007097648
242,13295,0.008617189,0.002300925,0.00106023,0.001071509,0.002199413,0.006090684,0.001567787,0.00872998
243,13297,0.009958893,0.002032318,0.000790678,0.000755323,0.002153151,0.004014512,0.001526831,0.006416871
244,13299,0.012352747,0.002245954,0.001211054,0.001012881,0.001981724,0.00391941,0.001453264,0.006671804
245,13313,0.008972097,0.002214869,0.00094923,0.001169108,0.002429384,0.005239533,0.001780476,0.00696638
246,15001,0.006230266,0.001935799,0.00077244,0.00119155,0.001783566,0.006562923,0.001165238,0.007220719
247,15003,0.006848877,0.00191507,0.000764091,0.001115029,0.001918423,0.005525968,0.001189724,0.006329735
248,15007,0.007628829,0.001956585,0.000950518,0.001148028,0.002135578,0.006789411,0.001277644,0.006906683
249,16001,0.005901191,0.001869381,0.000553763,0.001434625,0.001967064,0.006595631,0.001220343,0.007022132
250,16005,0.00765174,0.002479949,0.000753402,0.001279214,0.002205271,0.006953273,0.001600979,0.006568724
251,16017,0.005362692,0.001988813,0.00039066,0.001331794,0.001420581,0.00699636,0.001118707,0.006907573
252,16019,0.009355192,0.002118312,0.000898428,0.001360006,0.002258434,0.006082936,0.001656735,0.007409972
253,16027,0.006499693,0.002096675,0.00079453,0.001346286,0.001890686,0.006562225,0.001228578,0.006672577
254,16055,0.00542872,0.001975811,0.000624341,0.001142087,0.001777849,0.00646802,0.001054527,0.006148235
255,16069,0.007401636,0.002337359,0.000967616,0.001055581,0.001470274,0.007125174,0.001558239,0.00813049
256,16083,0.007170781,0.004396723,0.000862207,0.00090505,0.00222246,0.005917635,0.001504847,0.006624538
257,17001,0.00614151,0.002592373,0.000596838,0.001125336,0.001685726,0.005335095,0.001375917,0.006551551
258,17019,0.007942983,0.002086115,0.000753257,0.001226765,0.002110684,0.005456508,0.00136301,0.006467738
259,17021,0.01048546,0.002783085,0.00121854,0.000992884,0.002136206,0.004437892,0.001820288,0.007236021
260,17029,0.009970183,0.002248665,0.000953478,0.001140867,0.002480145,0.005103587,0.001592804,0.007027078
261,17031,0.008625809,0.002112472,0.000770566,0.001185216,0.002145974,0.005668461,0.001402396,0.00708227
262,17037,0.010815662,0.002241658,0.000951593,0.000874227,0.002388652,0.005137053,0.001709772,0.007438669
